node_count,repeats,mean_edges,mean_strategic_nodes,mean_strategic_edges,mean_candidate_actions,mean_extraction_seconds,mean_scoring_seconds,mean_amc_seconds,mean_total_seconds,std_total_seconds,mean_peak_memory_mb,max_peak_memory_mb
100,3,289.6666666666667,100.0,289.6666666666667,480.0,0.005280466666666668,0.004004633333333341,0.010625666666666644,0.019912466666666684,0.0031329917209168153,0.4031890233357747,0.4773845672607422
500,3,1488.3333333333333,320.0,709.0,480.0,0.02139776666666667,0.004040000000000006,0.03188800000000003,0.05732803333333333,0.0019871788075895977,3.2992156346639,3.3000125885009766
1000,3,2988.3333333333335,320.0,404.3333333333333,480.0,0.045375966666666656,0.004305833333333305,0.05969833333333333,0.10938223333333334,0.055664351874456626,3.4534708658854165,3.4547462463378906
5000,3,14988.333333333334,320.0,91.66666666666667,480.0,0.2243651999999999,0.0043097666666667145,0.06625699999999994,0.2949344,0.021795643928087926,4.675497690836589,4.676204681396484
10000,3,29988.0,320.0,56.0,480.0,0.4194987000000001,0.003982333333333384,0.02096100000000008,0.444444,0.018051682910742356,9.037020365397135,9.059722900390625
